Id,Sale Price Predictions
1755,153836.93
1756,127126.42
1757,111812.19
1758,145601.27
1759,161405.1
1760,162745.62
1761,151542.3
1762,181128.3
1763,198570.97
1764,109976.49
1765,178872.46
1766,189066.04
1767,212099.95
1768,144360.06
1769,161255.61
1770,151263.99
1771,134081.47
1772,133960.08
1773,117396.05
1774,132553.61
1775,139067.25
1776,131430.25
1777,106024.29
1778,138602.63
1779,121715.53
1780,177994.48
1781,120670.75
1782,73363.02
1783,137753.34
1784,91231.45
1785,142513.85
1786,136748.58
1787,171410.51
1788,44029.57
1789,102290.51
1790,50429.13
1791,201498.11
1792,162045.04
1793,124356.89
1794,166673.42
1795,126924.01
1796,146275.52
1797,136229.77
1798,129206.72
1799,105587.13
1800,138597.98
1801,116600.08
1802,137803.68
1803,159884.47
1804,123468.28
1805,133970.6
1806,129348.25
1807,155324.33
1808,127586.99
1809,120868.82
1810,142067.81
1811,95807.89
1812,101766.85
1813,120808.7
1814,89647.22
1815,41279.9
1816,93134.91
1817,111416.13
1818,172949.53
1819,134853.0
1820,43561.91
1821,118691.44
1822,150957.97
1823,40545.4
1824,147552.96
1825,150023.94
1826,96280.97
1827,107638.65
1828,132108.69
1829,147105.49
1830,141484.57
1831,157510.02
1832,76893.46
1833,149557.98
1834,125734.35
1835,126466.28
1836,127729.52
1837,75369.29
1838,126458.7
1839,103587.16
1840,153156.69
1841,125520.53
1842,81519.68
1843,126801.43
1844,150955.37
1845,155039.92
1846,149991.52
1847,183574.95
1848,31559.42
1849,124565.82
1850,112461.25
1851,147990.85
1852,123419.08
1853,117488.05
1854,162799.95
1855,159144.63
1856,220490.52
1857,153962.16
1858,159431.64
1859,127500.53
1860,141381.13
1861,126392.94
1862,303490.19
1863,302015.21
1864,302029.14
1865,352467.33
1866,356232.85
1867,220527.32
1868,281511.61
1869,205672.01
1870,221279.03
1871,272705.69
1872,178149.41
1873,223349.64
1874,151870.83
1875,198654.26
1876,195347.22
1877,206728.69
1878,209731.36
1879,125962.53
1880,137213.29
1881,232153.25
1882,246832.68
1883,190908.43
1884,203425.66
1885,253253.7
1886,292850.82
1887,221232.73
1888,255509.22
1889,169932.44
1890,101956.49
1891,150836.77
1892,86825.32
1893,127896.55
1894,112214.13
1895,130032.56
1896,117140.03
1897,102320.82
1898,117897.84
1899,160591.27
1900,158941.3
1901,168822.57
1902,159889.21
1903,224475.83
1904,176597.12
1905,199568.56
1906,164409.74
1907,225037.71
1908,111492.49
1909,146294.71
1910,122073.87
1911,239133.88
1912,307670.43
1913,171354.51
1914,69750.47
1915,328840.88
1916,20013.61
1917,238623.32
1918,135289.55
1919,170180.36
1920,156978.21
1921,382378.8
1922,348887.9
1923,220477.16
1924,211800.5
1925,214202.33
1926,373537.15
1927,128992.8
1928,151062.24
1929,113021.66
1930,132458.02
1931,127879.83
1932,128845.69
1933,200476.18
1934,171536.69
1935,168403.04
1936,201068.55
1937,168889.03
1938,169072.57
1939,262086.03
1940,200503.57
1941,169148.15
1942,180554.2
1943,230378.65
1944,376435.76
1945,392844.52
1946,152412.2
1947,346443.57
1948,166616.89
1949,247726.02
1950,194310.07
1951,230225.99
1952,201456.23
1953,167120.15
1954,186267.2
1955,126484.86
1956,270815.89
1957,150146.36
1958,269897.91
1959,138093.54
1960,103993.75
1961,120501.3
1962,94218.92
1963,107724.84
1964,102395.83
1965,140924.86
1966,134578.81
1967,294198.12
1968,412296.69
1969,397885.96
1970,411011.46
1971,469253.57
1972,371073.48
1973,300975.97
1974,348989.39
1975,455527.39
1976,278138.0
1977,362392.17
1978,359444.88
1979,306363.46
1980,199786.42
1981,338742.92
1982,217096.87
1983,204249.88
1984,190884.54
1985,238708.23
1986,209668.86
1987,209145.05
1988,173921.94
1989,195211.87
1990,218580.99
1991,219917.83
1992,222945.03
1993,175027.19
1994,238720.28
1995,181532.66
1996,284367.05
1997,345514.69
1998,307373.09
1999,312252.12
2000,326242.86
2001,288077.91
2002,265308.47
2003,242790.3
2004,265852.66
2005,246858.95
2006,212459.27
2007,249388.94
2008,213196.61
2009,203128.76
2010,206280.84
2011,154051.99
2012,182488.29
2013,177699.28
2014,181537.12
2015,203467.15
2016,192590.06
2017,191562.6
2018,122967.77
2019,138690.75
2020,103135.31
2021,102913.39
2022,185803.09
2023,143936.72
2024,304735.3
2025,366718.82
2026,167442.92
2027,152262.99
2028,165777.3
2029,161514.29
2030,259599.41
2031,250745.35
2032,273789.9
2033,256760.42
2034,185898.44
2035,225025.43
2036,197656.72
2037,200270.1
2038,330390.72
2039,232819.43
2040,302092.63
2041,301138.34
2042,214880.91
2043,170107.35
2044,184302.13
2045,193170.7
2046,131982.33
2047,143112.41
2048,140695.9
2049,130280.57
2050,169836.46
2051,113608.54
2052,130840.15
2053,142531.28
2054,85750.67
2055,157065.17
2056,149688.55
2057,111541.36
2058,206969.56
2059,129285.33
2060,168795.87
2061,185921.35
2062,122452.98
2063,113907.01
2064,129808.73
2065,113786.11
2066,169682.31
2067,128140.48
2068,135693.39
2069,88044.57
2070,108622.73
2071,90029.93
2072,135154.93
2073,129237.06
2074,152822.12
2075,167413.0
2076,120960.58
2077,155910.32
2078,128762.08
2079,134263.87
2080,118832.47
2081,122947.57
2082,140688.85
2083,146989.69
2084,100076.66
2085,113999.36
2086,155430.96
2087,129900.21
2088,93730.0
2089,75388.48
2090,128626.31
2091,84786.5
2092,129682.38
2093,154586.48
2094,107702.6
2095,125807.54
2096,87097.38
2097,90259.11
2098,150456.71
2099,42189.97
2100,71103.23
2101,104049.85
2102,141385.98
2103,90570.24
2104,150147.69
2105,131845.33
2106,17979.79
2107,202410.63
2108,125834.53
2109,104588.48
2110,137939.13
2111,167849.08
2112,137245.51
2113,126355.73
2114,126286.92
2115,163614.38
2116,113859.03
2117,151023.49
2118,121732.76
2119,122097.2
2120,124058.92
2121,104838.0
2122,106287.79
2123,96025.34
2124,182128.16
2125,136286.04
2126,154240.7
2127,170284.0
2128,143328.35
2129,77842.76
2130,139384.34
2131,142959.25
2132,99820.53
2133,127860.15
2134,110556.4
2135,104040.91
2136,43974.55
2137,122888.86
2138,139925.08
2139,148284.14
2140,140719.9
2141,179946.69
2142,129023.96
2143,141983.13
2144,124608.37
2145,146204.78
2146,191580.62
2147,144163.07
2148,136310.73
2149,145559.68
2150,230660.65
2151,129099.01
2152,166786.33
2153,188811.15
2154,87459.04
2155,143613.75
2156,270154.09
2157,222033.35
2158,233907.98
2159,233167.13
2160,176984.59
2161,231329.75
2162,356438.78
2163,340438.41
2164,246452.6
2165,208267.48
2166,158738.11
2167,231096.78
2168,192544.39
2169,198013.7
2170,212008.37
2171,163047.6
2172,139446.84
2173,167676.52
2174,223170.93
2175,257412.5
2176,305679.52
2177,234359.63
2178,220371.52
2179,145425.24
2180,223808.91
2181,194702.45
2182,211641.45
2183,192397.51
2184,123996.52
2185,146041.95
2186,146394.88
2187,147298.42
2188,153507.66
2189,315107.25
2190,63744.7
2191,65844.46
2192,75348.74
2193,114844.45
2194,91026.1
2195,96142.31
2196,131959.12
2197,96860.43
2198,158032.2
2199,169019.43
2200,158259.77
2201,154571.2
2202,195739.95
2203,146743.48
2204,170807.44
2205,129700.27
2206,162030.18
2207,218943.9
2208,255406.55
2209,221792.77
2210,114355.29
2211,126244.78
2212,121237.93
2213,101899.39
2214,155948.8
2215,100131.46
2216,156881.37
2217,63003.03
2218,85484.35
2219,72233.17
2220,38072.56
2221,329355.7
2222,306860.07
2223,276015.67
2224,213362.14
2225,127734.22
2226,176045.32
2227,200386.79
2228,288968.2
2229,227594.22
2230,160909.77
2231,203884.14
2232,178851.15
2233,181712.28
2234,256953.85
2235,237854.54
2236,237747.22
2237,296083.22
2238,209069.81
2239,121069.99
2240,169710.79
2241,143829.8
2242,123801.92
2243,127502.16
2244,107507.62
2245,123430.17
2246,141007.81
2247,112271.85
2248,123334.75
2249,114990.32
2250,124347.27
2251,102110.95
2252,175133.15
2253,166559.8
2254,184099.72
2255,191506.8
2256,175200.18
2257,214578.08
2258,158968.28
2259,167074.67
2260,145803.58
2261,230481.26
2262,240139.5
2263,371226.88
2264,404809.99
2265,187516.57
2266,318573.51
2267,362034.86
2268,423178.56
2269,152309.56
2270,188392.48
2271,202467.34
2272,197226.19
2273,157583.82
2274,175184.6
2275,152890.84
2276,192701.4
2277,185544.45
2278,151837.95
2279,135421.61
2280,108965.32
2281,155120.18
2282,161959.34
2283,110777.99
2284,133550.32
2285,131746.19
2286,119777.82
2287,388488.78
2288,291967.89
2289,328825.35
2290,426321.66
2291,355095.3
2292,422924.95
2293,438327.67
2294,400796.81
2295,422385.8
2296,254813.76
2297,384430.43
2298,371237.94
2299,361807.83
2300,334141.98
2301,327526.93
2302,262177.9
2303,255950.32
2304,242722.22
2305,199951.18
2306,201102.31
2307,212387.62
2308,218209.91
2309,312529.15
2310,203514.9
2311,215490.08
2312,174883.81
2313,174425.49
2314,176325.62
2315,174203.46
2316,203042.15
2317,190297.99
2318,178238.86
2319,179744.63
2320,182655.47
2321,249369.54
2322,192928.11
2323,203543.88
2324,198446.42
2325,202489.64
2326,190603.66
2327,210107.96
2328,221093.0
2329,185395.71
2330,178651.37
2331,327028.33
2332,413391.02
2333,323622.22
2334,289606.39
2335,321653.14
2336,317111.05
2337,202883.34
2338,249986.36
2339,232182.48
2340,375742.86
2341,211523.95
2342,243282.86
2343,233327.29
2344,236166.29
2345,227601.86
2346,207962.09
2347,197808.15
2348,237757.47
2349,186226.61
2350,310997.23
2351,271918.36
2352,246576.93
2353,259981.34
2354,138470.6
2355,154504.79
2356,168192.59
2357,195810.83
2358,194501.89
2359,118469.07
2360,118260.64
2361,143574.7
2362,267507.94
2363,166859.99
2364,184052.63
2365,211389.96
2366,184178.06
2367,204466.91
2368,217512.6
2369,196064.74
2370,164151.87
2371,159998.69
2372,199650.29
2373,293233.05
2374,314588.44
2375,256548.35
2376,278073.93
2377,328152.67
2378,154328.79
2379,224832.33
2380,148718.95
2381,170292.54
2382,207145.28
2383,196376.5
2384,231888.8
2385,158590.92
2386,133074.94
2387,130733.27
2388,102707.5
2389,111871.22
2390,141641.17
2391,135897.73
2392,113778.78
2393,161737.03
2394,148487.16
2395,211913.58
2396,146603.73
2397,210977.43
2398,120335.41
2399,60839.68
2400,60311.22
2401,129587.72
2402,138253.7
2403,129539.53
2404,141744.85
2405,158699.86
2406,135500.64
2407,129692.64
2408,150657.82
2409,113069.77
2410,185424.15
2411,109298.75
2412,156668.77
2413,122447.04
2414,165385.07
2415,119585.07
2416,124756.3
2417,128860.33
2418,132437.82
2419,121197.55
2420,118211.15
2421,137609.67
2422,105138.95
2423,113706.18
2424,138231.66
2425,216858.57
2426,124953.49
2427,125880.78
2428,190394.67
2429,109655.49
2430,140193.68
2431,105170.0
2432,150288.49
2433,153468.6
2434,148136.37
2435,161602.82
2436,128896.54
2437,101759.44
2438,110502.18
2439,115006.87
2440,124472.57
2441,98642.73
2442,96874.44
2443,137939.69
2444,103369.98
2445,80140.91
2446,133006.2
2447,192386.39
2448,140639.87
2449,110094.44
2450,151068.19
2451,114675.57
2452,197940.39
2453,101557.26
2454,103959.73
2455,131144.91
2456,145548.38
2457,128355.29
2458,137735.84
2459,113635.5
2460,155569.83
2461,140839.84
2462,132660.33
2463,134102.24
2464,179836.98
2465,148986.18
2466,119549.17
2467,147643.4
2468,75212.46
2469,73936.05
2470,212677.68
2471,220697.37
2472,170103.0
2473,116547.63
2474,76478.88
2475,222796.78
2476,101696.8
2477,110720.16
2478,144867.02
2479,109396.79
2480,163812.86
2481,132461.23
2482,129242.71
2483,112101.63
2484,132242.64
2485,134137.0
2486,161679.36
2487,196036.96
2488,157983.47
2489,157404.01
2490,148112.38
2491,106399.48
2492,193670.04
2493,154055.26
2494,147526.93
2495,93686.37
2496,221456.98
2497,153381.59
2498,102231.61
2499,80039.68
2500,109247.43
2501,140004.3
2502,142012.06
2503,89560.63
2504,173911.98
2505,221948.95
2506,235771.8
2507,257828.17
2508,235969.41
2509,215969.42
2510,209235.46
2511,179305.87
2512,230458.2
2513,223383.18
2514,274032.04
2515,141952.46
2516,170596.21
2517,148154.54
2518,152314.6
2519,239166.95
2520,209244.82
2521,191484.26
2522,220264.38
2523,127339.93
2524,132306.29
2525,134471.25
2526,141387.57
2527,122194.36
2528,122413.08
2529,158912.45
2530,129556.98
2531,260631.28
2532,218728.56
2533,202497.92
2534,245579.19
2535,270942.47
2536,227354.08
2537,244366.66
2538,180951.27
2539,195220.9
2540,175165.78
2541,183805.14
2542,168465.57
2543,137898.75
2544,116117.53
2545,135343.13
2546,124905.22
2547,139473.22
2548,165309.26
2549,149271.38
2550,590104.42
2551,154747.28
2552,135342.52
2553,60053.73
2554,80840.78
2555,101010.3
2556,81470.7
2557,107980.37
2558,171337.77
2559,135080.26
2560,152364.52
2561,150369.98
2562,152518.28
2563,153794.52
2564,209836.8
2565,156547.61
2566,153270.0
2567,137262.21
2568,201137.07
2569,196990.53
2570,116472.53
2571,188586.01
2572,181485.32
2573,219055.8
2574,283515.1
2575,135620.93
2576,130159.6
2577,152704.14
2578,79896.13
2579,24671.33
2580,115118.5
2581,130089.37
2582,127998.57
2583,270792.42
2584,162956.89
2585,180893.33
2586,204726.63
2587,186989.84
2588,138554.87
2589,144977.32
2590,202367.55
2591,242258.67
2592,203406.94
2593,241001.57
2594,175281.45
2595,226487.92
2596,273458.13
2597,209573.21
2598,291398.66
2599,356379.32
2600,176802.68
2601,161025.1
2602,68797.29
2603,94806.56
2604,80817.29
2605,69009.32
2606,129923.01
2607,220311.98
2608,198277.45
2609,164661.29
2610,98778.55
2611,126381.05
2612,151256.92
2613,126013.63
2614,114324.91
2615,154824.6
2616,159366.9
2617,188061.6
2618,226486.75
2619,202555.86
2620,180963.15
2621,168953.24
2622,178850.81
2623,226997.35
2624,255764.75
2625,274663.32
2626,167548.66
2627,173499.4
2628,428372.04
2629,484038.5
2630,369612.92
2631,418134.47
2632,389799.7
2633,309611.23
2634,415167.28
2635,152798.84
2636,186330.46
2637,218791.67
2638,266968.73
2639,186907.14
2640,149617.88
2641,96555.89
2642,164682.39
2643,114847.16
2644,116073.08
2645,110657.8
2646,91761.08
2647,110896.94
2648,143267.22
2649,157357.11
2650,134753.17
2651,130704.32
2652,372662.31
2653,258629.07
2654,274350.42
2655,407148.47
2656,326661.45
2657,354764.65
2658,330188.12
2659,347426.33
2660,352077.93
2661,364920.36
2662,389090.43
2663,273319.29
2664,307476.87
2665,320541.98
2666,292998.88
2667,172922.19
2668,183134.96
2669,181933.33
2670,268321.99
2671,184367.56
2672,189912.09
2673,200293.46
2674,199855.45
2675,187725.87
2676,195940.18
2677,195413.55
2678,245058.21
2679,288694.65
2680,302093.86
2681,415919.13
2682,329527.13
2683,494692.64
2684,347957.96
2685,334216.7
2686,242749.63
2687,280733.61
2688,221990.12
2689,202987.79
2690,359209.09
2691,198760.12
2692,146073.35
2693,200014.01
2694,144500.38
2695,199594.0
2696,190369.1
2697,184680.94
2698,206943.33
2699,159212.62
2700,139059.32
2701,155553.57
2702,124521.87
2703,147252.62
2704,131291.2
2705,110308.59
2706,111602.63
2707,130092.17
2708,119656.38
2709,105058.83
2710,132672.72
2711,297920.0
2712,397203.95
2713,165021.31
2714,146179.41
2715,165687.18
2716,146455.49
2717,199841.6
2718,223271.7
2719,141096.11
2720,187752.12
2721,134760.24
2722,177785.42
2723,156351.13
2724,139103.77
2725,124112.6
2726,138312.53
2727,181580.56
2728,177088.92
2729,138783.65
2730,143919.1
2731,127565.44
2732,136139.87
2733,154280.76
2734,145416.57
2735,133295.51
2736,126831.41
2737,107849.45
2738,119382.57
2739,142768.15
2740,137812.09
2741,155549.17
2742,164102.15
2743,156425.18
2744,160163.73
2745,150718.6
2746,121517.78
2747,164580.17
2748,118943.91
2749,129775.51
2750,126090.07
2751,126433.35
2752,205845.64
2753,133507.29
2754,220375.0
2755,134700.49
2756,81123.77
2757,71469.42
2758,67000.25
2759,154444.96
2760,129940.89
2761,134027.43
2762,134518.46
2763,189796.26
2764,173503.62
2765,266479.36
2766,117886.73
2767,78707.74
2768,111370.23
2769,138206.98
2770,155282.5
2771,106609.94
2772,100590.67
2773,173926.36
2774,145156.42
2775,114993.07
2776,141670.31
2777,148760.7
2778,122938.07
2779,129421.82
2780,101276.59
2781,89383.02
2782,95452.03
2783,90247.82
2784,123762.92
2785,144819.34
2786,55635.23
2787,123602.64
2788,61138.65
2789,177606.96
2790,75984.08
2791,113064.47
2792,52752.73
2793,164812.48
2794,96580.48
2795,129777.76
2796,91218.36
2797,225990.29
2798,117667.95
2799,113171.6
2800,73456.72
2801,116580.47
2802,130424.88
2803,168405.2
2804,143169.69
2805,110716.7
2806,79090.15
2807,163625.08
2808,152665.97
2809,121783.89
2810,131697.37
2811,170560.62
2812,184782.51
2813,148434.28
2814,148307.48
2815,107202.3
2816,208798.69
2817,147297.96
2818,128295.54
2819,184692.19
2820,133683.18
2821,116740.09
2822,192161.57
2823,308907.79
2824,168622.44
2825,172101.46
2826,132685.43
2827,137216.5
2828,264454.89
2829,205093.92
2830,207269.67
2831,188619.98
2832,221535.66
2833,313562.9
2834,233172.03
2835,233773.48
2836,201924.87
2837,167812.85
2838,146593.06
2839,179382.48
2840,194918.32
2841,200543.74
2842,223411.45
2843,153798.29
2844,168652.23
2845,128615.64
2846,205238.4
2847,204170.95
2848,196666.42
2849,207383.33
2850,272597.71
2851,224127.15
2852,229474.61
2853,236968.37
2854,149380.56
2855,201899.33
2856,200665.8
2857,196233.41
2858,205938.02
2859,98585.79
2860,116979.13
2861,134235.98
2862,191767.81
2863,139019.65
2864,259054.14
2865,151979.21
2866,145081.74
2867,89975.46
2868,101102.01
2869,101705.37
2870,118928.57
2871,74351.39
2872,16516.34
2873,80779.48
2874,137803.01
2875,131889.4
2876,169010.08
2877,136087.11
2878,185235.33
2879,130844.51
2880,96550.16
2881,136757.13
2882,175828.65
2883,189343.29
2884,202904.46
2885,185429.95
2886,236727.28
2887,121235.08
2888,135535.27
2889,40697.45
2890,78576.95
2891,149069.43
2892,54511.51
2893,92521.36
2894,30276.03
2895,336333.64
2896,295787.75
2897,213365.19
2898,146108.66
2899,225998.5
2900,152502.51
2901,211287.53
2902,195562.54
2903,296360.22
2904,338921.1
2905,88305.51
2906,207073.43
2907,119734.05
2908,121529.05
2909,134119.96
2910,61524.91
2911,69394.07
2912,158977.31
2913,74532.13
2914,63058.17
2915,74930.97
2916,80690.33
2917,175094.68
2918,102462.55
2919,222892.77
